customer_id,created,country,signup_channel
cus_000103,2025-01-06,US,paid_search
cus_000104,2025-01-14,IN,organic
cus_000105,2025-01-26,US,partner
cus_000106,2025-01-22,US,organic
cus_000107,2025-01-02,US,referral
cus_000108,2025-01-29,US,content
cus_000109,2025-01-28,GB,referral
cus_000110,2025-01-30,DE,referral
cus_000111,2025-01-28,AU,referral
cus_000112,2025-01-10,CA,referral
cus_000113,2025-01-14,US,paid_search
cus_000114,2025-01-01,AU,organic
cus_000115,2025-01-27,US,referral
cus_000116,2025-01-16,GB,paid_search
cus_000117,2025-01-14,AU,organic
cus_000118,2025-01-20,US,partner
cus_000119,2025-01-13,US,partner
cus_000120,2025-01-03,US,paid_search
cus_000121,2025-01-18,CA,organic
cus_000122,2025-01-02,AU,referral
cus_000123,2025-01-17,GB,partner
cus_000124,2025-01-05,GB,referral
cus_000125,2025-01-16,IN,paid_search
cus_000126,2025-01-15,DE,organic
cus_000127,2025-01-15,DE,organic
cus_000128,2025-01-12,IN,organic
cus_000129,2025-01-12,DE,partner
cus_000130,2025-01-03,US,organic
cus_000131,2025-01-15,AU,referral
cus_000132,2025-01-26,GB,paid_search
cus_000133,2025-01-07,US,partner
cus_000134,2025-01-09,US,paid_search
cus_000135,2025-01-20,US,paid_search
cus_000136,2025-01-22,DE,partner
cus_000137,2025-01-19,DE,paid_search
cus_000138,2025-01-17,FR,paid_search
cus_000139,2025-01-02,US,referral
cus_000140,2025-01-27,GB,paid_search
cus_000141,2025-01-26,US,organic
cus_000142,2025-01-29,CA,organic
cus_000143,2025-01-09,US,referral
cus_000144,2025-01-08,GB,organic
cus_000145,2025-01-10,AU,organic
cus_000146,2025-01-25,US,content
cus_000147,2025-01-13,AU,referral
cus_000148,2025-01-03,US,referral
cus_000149,2025-01-16,US,content
cus_000150,2025-01-01,GB,content
cus_000151,2025-01-03,FR,paid_search
cus_000152,2025-01-19,CA,paid_search
cus_000153,2025-01-27,IN,organic
cus_000154,2025-01-28,CA,referral
cus_000155,2025-01-22,US,organic
cus_000156,2025-01-22,CA,organic
cus_000157,2025-01-24,US,referral
cus_000158,2025-01-24,US,content
cus_000159,2025-01-06,AU,partner
cus_000160,2025-01-30,US,partner
cus_000161,2025-01-07,IN,organic
cus_000162,2025-01-05,AU,paid_search
cus_000163,2025-01-27,FR,partner
cus_000164,2025-01-17,US,organic
cus_000165,2025-01-14,US,partner
cus_000166,2025-01-22,US,referral
cus_000167,2025-01-18,IN,organic
cus_000168,2025-01-22,IN,paid_search
cus_000169,2025-01-23,GB,organic
cus_000170,2025-01-26,US,paid_search
cus_000171,2025-01-11,GB,content
cus_000172,2025-01-02,GB,partner
cus_000173,2025-01-08,IN,partner
cus_000174,2025-01-31,DE,organic
cus_000175,2025-01-10,US,organic
cus_000176,2025-01-15,US,referral
cus_000177,2025-01-26,US,organic
cus_000178,2025-01-03,US,paid_search
cus_000179,2025-01-23,AU,referral
cus_000180,2025-01-21,US,paid_search
cus_000181,2025-01-04,IN,content
cus_000182,2025-01-25,US,content
cus_000183,2025-02-21,FR,paid_search
cus_000184,2025-02-18,US,partner
cus_000185,2025-02-21,US,referral
cus_000186,2025-02-08,FR,referral
cus_000187,2025-02-01,GB,organic
cus_000188,2025-02-12,DE,content
cus_000189,2025-02-14,DE,paid_search
cus_000190,2025-02-08,IN,paid_search
cus_000191,2025-02-08,CA,organic
cus_000192,2025-02-14,US,content
cus_000193,2025-02-05,AU,organic
cus_000194,2025-02-09,GB,paid_search
cus_000195,2025-02-02,US,organic
cus_000196,2025-02-05,US,content
cus_000197,2025-02-15,CA,organic
cus_000198,2025-02-13,DE,organic
cus_000199,2025-02-16,CA,content
cus_000200,2025-02-23,FR,paid_search
cus_000201,2025-02-07,US,organic
cus_000202,2025-02-06,FR,organic
cus_000203,2025-02-21,IN,content
cus_000204,2025-02-10,IN,paid_search
cus_000205,2025-02-27,GB,content
cus_000206,2025-02-15,DE,paid_search
cus_000207,2025-02-14,DE,partner
cus_000208,2025-02-24,AU,partner
cus_000209,2025-02-16,AU,referral
cus_000210,2025-02-14,US,organic
cus_000211,2025-02-06,GB,partner
cus_000212,2025-02-14,DE,organic
cus_000213,2025-02-04,US,organic
cus_000214,2025-02-16,DE,partner
cus_000215,2025-02-28,US,paid_search
cus_000216,2025-02-25,AU,partner
cus_000217,2025-02-21,AU,organic
cus_000218,2025-02-15,CA,organic
cus_000219,2025-02-05,AU,referral
cus_000220,2025-02-14,DE,referral
cus_000221,2025-02-06,IN,content
cus_000222,2025-02-14,DE,partner
cus_000223,2025-02-16,AU,content
cus_000224,2025-02-12,FR,paid_search
cus_000225,2025-02-09,US,referral
cus_000226,2025-02-06,US,paid_search
cus_000227,2025-02-12,FR,paid_search
cus_000228,2025-02-23,CA,organic
cus_000229,2025-02-22,DE,organic
cus_000230,2025-02-13,GB,organic
cus_000231,2025-02-23,US,referral
cus_000232,2025-02-27,US,partner
cus_000233,2025-02-07,GB,referral
cus_000234,2025-02-21,US,organic
cus_000235,2025-02-08,US,paid_search
cus_000236,2025-02-19,IN,organic
cus_000237,2025-02-13,AU,partner
cus_000238,2025-02-07,US,content
cus_000239,2025-02-03,IN,organic
cus_000240,2025-02-07,DE,referral
cus_000241,2025-02-23,US,organic
cus_000242,2025-02-14,DE,paid_search
cus_000243,2025-02-27,GB,referral
cus_000244,2025-02-01,GB,paid_search
cus_000245,2025-02-25,GB,organic
cus_000246,2025-02-22,GB,content
cus_000247,2025-02-23,AU,content
cus_000248,2025-02-24,GB,paid_search
cus_000249,2025-02-02,DE,organic
cus_000250,2025-02-28,US,referral
cus_000251,2025-02-16,FR,referral
cus_000252,2025-02-02,DE,organic
cus_000253,2025-02-14,US,content
cus_000254,2025-02-02,US,content
cus_000255,2025-02-11,CA,content
cus_000256,2025-02-27,US,organic
cus_000257,2025-02-11,US,organic
cus_000258,2025-02-07,CA,paid_search
cus_000259,2025-02-13,GB,partner
cus_000260,2025-02-02,DE,content
cus_000261,2025-02-08,CA,content
cus_000262,2025-02-26,CA,content
cus_000263,2025-02-05,FR,organic
cus_000264,2025-02-06,IN,partner
cus_000265,2025-02-15,DE,referral
cus_000266,2025-02-25,FR,organic
cus_000267,2025-02-13,IN,content
cus_000268,2025-02-17,GB,paid_search
cus_000269,2025-02-27,US,partner
cus_000270,2025-02-25,US,referral
cus_000271,2025-02-10,CA,paid_search
cus_000272,2025-02-09,CA,content
cus_000273,2025-02-10,AU,referral
cus_000274,2025-02-15,CA,partner
cus_000275,2025-02-15,FR,organic
cus_000276,2025-02-07,GB,referral
cus_000277,2025-02-08,CA,organic
cus_000278,2025-02-06,US,paid_search
cus_000279,2025-02-21,AU,content
cus_000280,2025-02-26,FR,content
cus_000281,2025-02-10,AU,partner
cus_000282,2025-02-13,US,paid_search
cus_000283,2025-02-16,US,partner
cus_000284,2025-02-09,US,paid_search
cus_000285,2025-02-08,GB,content
cus_000286,2025-02-21,AU,content
cus_000287,2025-02-09,US,organic
cus_000288,2025-02-11,US,referral
cus_000289,2025-02-28,DE,partner
cus_000290,2025-02-18,IN,referral
cus_000291,2025-02-18,AU,partner
cus_000292,2025-02-24,CA,content
cus_000293,2025-02-23,US,organic
cus_000294,2025-02-27,US,content
cus_000295,2025-02-14,IN,paid_search
cus_000296,2025-02-13,AU,paid_search
cus_000297,2025-02-12,US,paid_search
cus_000298,2025-02-04,AU,partner
cus_000299,2025-02-14,US,referral
cus_000300,2025-02-01,GB,content
cus_000301,2025-02-23,AU,organic
cus_000302,2025-02-12,DE,partner
cus_000303,2025-02-21,AU,paid_search
cus_000304,2025-02-04,IN,partner
cus_000305,2025-02-27,IN,content
cus_000306,2025-02-10,US,partner
cus_000307,2025-02-17,US,paid_search
cus_000308,2025-02-26,US,referral
cus_000309,2025-02-08,CA,organic
cus_000310,2025-02-14,US,partner
cus_000311,2025-02-03,CA,paid_search
cus_000312,2025-02-07,US,content
cus_000313,2025-02-03,AU,organic
cus_000314,2025-02-12,AU,organic
cus_000315,2025-02-18,CA,referral
cus_000316,2025-02-22,CA,partner
cus_000317,2025-02-20,IN,partner
cus_000318,2025-02-07,FR,paid_search
cus_000319,2025-02-19,US,paid_search
cus_000320,2025-02-13,DE,referral
cus_000321,2025-02-14,US,paid_search
cus_000322,2025-02-08,US,organic
cus_000323,2025-02-19,CA,partner
cus_000324,2025-02-03,US,organic
cus_000325,2025-02-13,US,partner
cus_000326,2025-02-19,AU,paid_search
cus_000327,2025-02-02,CA,partner
cus_000328,2025-02-21,US,partner
cus_000329,2025-02-21,IN,content
cus_000330,2025-02-28,IN,content
cus_000331,2025-02-03,US,referral
cus_000332,2025-02-17,FR,partner
cus_000333,2025-02-13,US,content
cus_000334,2025-02-25,FR,partner
cus_000335,2025-02-22,GB,paid_search
cus_000336,2025-02-16,GB,organic
cus_000337,2025-02-12,IN,organic
cus_000338,2025-02-24,US,organic
cus_000339,2025-02-28,GB,referral
cus_000340,2025-02-08,FR,content
cus_000341,2025-02-21,US,organic
cus_000342,2025-02-28,AU,organic
cus_000343,2025-02-27,US,organic
cus_000344,2025-02-18,US,paid_search
cus_000345,2025-02-19,CA,referral
cus_000346,2025-02-05,CA,partner
cus_000347,2025-02-17,AU,referral
cus_000348,2025-02-09,IN,organic
cus_000349,2025-02-11,AU,paid_search
cus_000350,2025-02-28,DE,partner
cus_000351,2025-02-11,DE,paid_search
cus_000352,2025-02-01,US,paid_search
cus_000353,2025-02-23,FR,paid_search
cus_000354,2025-02-20,US,organic
cus_000355,2025-02-22,US,content
cus_000356,2025-03-31,FR,content
cus_000357,2025-03-25,DE,organic
cus_000358,2025-03-07,DE,content
cus_000359,2025-03-24,US,referral
cus_000360,2025-03-10,DE,paid_search
cus_000361,2025-03-01,US,paid_search
cus_000362,2025-03-18,US,organic
cus_000363,2025-03-17,CA,referral
cus_000364,2025-03-22,US,paid_search
cus_000365,2025-03-25,US,organic
cus_000366,2025-03-29,AU,paid_search
cus_000367,2025-03-29,AU,partner
cus_000368,2025-03-02,GB,organic
cus_000369,2025-03-27,AU,content
cus_000370,2025-03-31,CA,organic
cus_000371,2025-03-25,GB,content
cus_000372,2025-03-05,US,organic
cus_000373,2025-03-26,CA,referral
cus_000374,2025-03-11,US,content
cus_000375,2025-03-07,GB,paid_search
cus_000376,2025-03-25,AU,partner
cus_000377,2025-03-27,IN,organic
cus_000378,2025-03-05,AU,organic
cus_000379,2025-03-06,AU,partner
cus_000380,2025-03-03,FR,organic
cus_000381,2025-03-13,US,content
cus_000382,2025-03-11,IN,referral
cus_000383,2025-03-09,GB,content
cus_000384,2025-03-16,DE,partner
cus_000385,2025-03-11,FR,content
cus_000386,2025-03-21,GB,paid_search
cus_000387,2025-03-24,GB,organic
cus_000388,2025-03-27,US,content
cus_000389,2025-03-26,CA,organic
cus_000390,2025-03-16,GB,paid_search
cus_000391,2025-03-08,US,content
cus_000392,2025-03-31,US,organic
cus_000393,2025-03-24,US,content
cus_000394,2025-03-23,CA,organic
cus_000395,2025-03-28,US,organic
cus_000396,2025-03-22,US,paid_search
cus_000397,2025-03-07,DE,paid_search
cus_000398,2025-03-24,US,referral
cus_000399,2025-03-04,DE,organic
cus_000400,2025-03-06,FR,content
cus_000401,2025-03-13,US,referral
cus_000402,2025-03-13,US,organic
cus_000403,2025-03-05,GB,paid_search
cus_000404,2025-03-29,FR,referral
cus_000405,2025-03-30,GB,paid_search
cus_000406,2025-03-15,GB,referral
cus_000407,2025-03-14,US,content
cus_000408,2025-03-19,CA,content
cus_000409,2025-03-07,FR,content
cus_000410,2025-03-31,GB,referral
cus_000411,2025-03-05,GB,partner
cus_000412,2025-03-19,IN,organic
cus_000413,2025-03-22,CA,referral
cus_000414,2025-03-03,US,paid_search
cus_000415,2025-03-10,DE,paid_search
cus_000416,2025-03-17,CA,organic
cus_000417,2025-03-07,US,partner
cus_000418,2025-03-08,CA,organic
cus_000419,2025-03-23,US,organic
cus_000420,2025-03-30,US,paid_search
cus_000421,2025-03-02,US,content
cus_000422,2025-03-16,US,paid_search
cus_000423,2025-03-18,FR,referral
cus_000424,2025-03-29,GB,content
cus_000425,2025-03-27,US,partner
cus_000426,2025-03-05,US,content
cus_000427,2025-03-05,DE,partner
cus_000428,2025-03-04,DE,organic
cus_000429,2025-03-12,CA,partner
cus_000430,2025-03-15,GB,organic
cus_000431,2025-03-06,CA,content
cus_000432,2025-03-28,US,referral
cus_000433,2025-03-07,DE,referral
cus_000434,2025-03-21,AU,content
cus_000435,2025-03-08,AU,referral
cus_000436,2025-03-10,IN,referral
cus_000437,2025-03-21,US,content
cus_000438,2025-03-22,IN,referral
cus_000439,2025-03-24,IN,paid_search
cus_000440,2025-03-23,DE,partner
cus_000441,2025-03-02,AU,organic
cus_000442,2025-03-25,FR,content
cus_000443,2025-03-03,US,content
cus_000444,2025-03-11,AU,partner
cus_000445,2025-03-31,CA,paid_search
cus_000446,2025-03-12,CA,referral
cus_000447,2025-03-09,US,content
cus_000448,2025-03-15,IN,paid_search
cus_000449,2025-03-24,AU,partner
cus_000450,2025-03-21,US,content
cus_000451,2025-03-10,US,organic
cus_000452,2025-03-17,GB,paid_search
cus_000453,2025-03-20,AU,referral
cus_000454,2025-03-11,US,paid_search
cus_000455,2025-03-18,US,partner
cus_000456,2025-03-20,DE,referral
cus_000457,2025-03-17,IN,organic
cus_000458,2025-03-05,US,content
cus_000459,2025-03-15,US,partner
cus_000460,2025-03-30,FR,partner
cus_000461,2025-03-16,AU,organic
cus_000462,2025-03-18,DE,partner
cus_000463,2025-03-12,IN,content
cus_000464,2025-03-06,CA,referral
cus_000465,2025-03-22,US,partner
cus_000466,2025-03-29,CA,organic
cus_000467,2025-03-19,AU,paid_search
cus_000468,2025-03-21,AU,content
cus_000469,2025-03-03,DE,partner
cus_000470,2025-03-03,GB,organic
cus_000471,2025-03-01,AU,paid_search
cus_000472,2025-03-01,DE,paid_search
cus_000473,2025-03-19,IN,referral
cus_000474,2025-03-19,US,content
cus_000475,2025-03-27,GB,content
cus_000476,2025-03-14,US,paid_search
cus_000477,2025-03-07,CA,content
cus_000478,2025-03-14,AU,content
cus_000479,2025-03-29,DE,content
cus_000480,2025-03-25,US,referral
cus_000481,2025-03-26,AU,partner
cus_000482,2025-03-17,GB,partner
cus_000483,2025-03-28,IN,partner
cus_000484,2025-03-15,US,content
cus_000485,2025-03-22,DE,content
cus_000486,2025-03-26,DE,partner
cus_000487,2025-03-21,FR,paid_search
cus_000488,2025-03-28,FR,content
cus_000489,2025-03-11,CA,content
cus_000490,2025-03-01,DE,paid_search
cus_000491,2025-03-18,US,partner
cus_000492,2025-03-02,FR,organic
cus_000493,2025-03-31,DE,content
cus_000494,2025-03-27,IN,organic
cus_000495,2025-03-24,GB,partner
cus_000496,2025-03-11,US,organic
cus_000497,2025-03-12,FR,referral
cus_000498,2025-03-23,IN,referral
cus_000499,2025-03-15,DE,partner
cus_000500,2025-03-02,US,organic
cus_000501,2025-03-09,GB,partner
cus_000502,2025-03-22,FR,referral
cus_000503,2025-03-12,FR,partner
cus_000504,2025-03-03,CA,referral
cus_000505,2025-03-13,DE,organic
cus_000506,2025-03-09,AU,content
cus_000507,2025-03-23,AU,paid_search
cus_000508,2025-03-25,CA,content
cus_000509,2025-03-12,CA,organic
cus_000510,2025-03-30,US,referral
cus_000511,2025-03-05,US,paid_search
cus_000512,2025-03-26,GB,content
cus_000513,2025-03-14,CA,organic
cus_000514,2025-03-22,AU,partner
cus_000515,2025-03-21,US,content
cus_000516,2025-03-23,GB,partner
cus_000517,2025-03-21,IN,organic
cus_000518,2025-03-20,CA,referral
cus_000519,2025-03-15,DE,partner
cus_000520,2025-03-29,US,partner
cus_000521,2025-03-01,IN,partner
cus_000522,2025-03-27,US,content
cus_000523,2025-03-22,US,referral
cus_000524,2025-03-08,FR,organic
cus_000525,2025-03-01,CA,content
cus_000526,2025-03-01,AU,organic
cus_000527,2025-03-09,GB,content
cus_000528,2025-03-09,GB,paid_search
cus_000529,2025-03-04,US,paid_search
cus_000530,2025-03-17,AU,paid_search
cus_000531,2025-03-18,GB,organic
cus_000532,2025-03-10,US,partner
cus_000533,2025-03-07,DE,referral
cus_000534,2025-03-26,CA,organic
cus_000535,2025-03-24,AU,organic
cus_000536,2025-03-10,AU,referral
cus_000537,2025-03-15,DE,paid_search
cus_000538,2025-03-15,FR,paid_search
cus_000539,2025-03-31,US,content
cus_000540,2025-03-08,IN,referral
cus_000541,2025-03-15,DE,organic
cus_000542,2025-03-28,FR,referral
cus_000543,2025-03-11,US,referral
cus_000544,2025-03-31,US,paid_search
cus_000545,2025-03-20,IN,paid_search
cus_000546,2025-03-13,US,organic
cus_000547,2025-03-17,US,referral
cus_000548,2025-03-22,US,referral
cus_000549,2025-03-08,US,partner
cus_000550,2025-03-25,US,content
cus_000551,2025-03-06,CA,organic
cus_000552,2025-04-18,AU,content
cus_000553,2025-04-06,CA,referral
cus_000554,2025-04-11,GB,referral
cus_000555,2025-04-30,US,paid_search
cus_000556,2025-04-18,AU,content
cus_000557,2025-04-01,US,referral
cus_000558,2025-04-27,DE,content
cus_000559,2025-04-23,AU,referral
cus_000560,2025-04-26,AU,organic
cus_000561,2025-04-09,US,paid_search
cus_000562,2025-04-17,IN,referral
cus_000563,2025-04-04,GB,organic
cus_000564,2025-04-05,GB,organic
cus_000565,2025-04-19,AU,paid_search
cus_000566,2025-04-05,DE,paid_search
cus_000567,2025-04-12,US,partner
cus_000568,2025-04-10,DE,content
cus_000569,2025-04-05,GB,content
cus_000570,2025-04-01,AU,referral
cus_000571,2025-04-22,AU,paid_search
cus_000572,2025-04-22,US,organic
cus_000573,2025-04-21,US,paid_search
cus_000574,2025-04-06,US,organic
cus_000575,2025-04-03,DE,partner
cus_000576,2025-04-30,FR,organic
cus_000577,2025-04-01,US,content
cus_000578,2025-04-03,US,referral
cus_000579,2025-04-18,US,content
cus_000580,2025-04-24,US,organic
cus_000581,2025-04-22,US,referral
cus_000582,2025-04-27,GB,content
cus_000583,2025-04-12,US,paid_search
cus_000584,2025-04-11,FR,content
cus_000585,2025-04-08,AU,partner
cus_000586,2025-04-15,US,paid_search
cus_000587,2025-04-08,GB,partner
cus_000588,2025-04-10,FR,partner
cus_000589,2025-04-04,GB,organic
cus_000590,2025-04-22,US,paid_search
cus_000591,2025-04-13,GB,referral
cus_000592,2025-04-16,US,referral
cus_000593,2025-04-13,FR,paid_search
cus_000594,2025-04-03,GB,paid_search
cus_000595,2025-04-21,US,partner
cus_000596,2025-04-07,IN,organic
cus_000597,2025-04-08,IN,partner
cus_000598,2025-04-26,US,referral
cus_000599,2025-04-25,US,paid_search
cus_000600,2025-04-07,DE,referral
cus_000601,2025-04-25,IN,organic
cus_000602,2025-04-19,CA,paid_search
cus_000603,2025-04-18,AU,referral
cus_000604,2025-04-26,AU,referral
cus_000605,2025-04-06,US,referral
cus_000606,2025-04-20,DE,partner
cus_000607,2025-04-05,US,content
cus_000608,2025-04-23,FR,content
cus_000609,2025-04-26,DE,content
cus_000610,2025-04-17,GB,partner
cus_000611,2025-04-14,US,partner
cus_000612,2025-04-18,AU,organic
cus_000613,2025-04-16,US,referral
cus_000614,2025-04-21,FR,organic
cus_000615,2025-04-22,DE,referral
cus_000616,2025-04-07,GB,partner
cus_000617,2025-04-29,IN,organic
cus_000618,2025-04-30,DE,organic
cus_000619,2025-04-25,US,paid_search
cus_000620,2025-04-20,FR,referral
cus_000621,2025-04-07,DE,content
cus_000622,2025-04-01,IN,content
cus_000623,2025-04-08,GB,organic
cus_000624,2025-04-20,GB,paid_search
cus_000625,2025-04-02,GB,referral
cus_000626,2025-04-26,CA,partner
cus_000627,2025-04-29,AU,paid_search
cus_000628,2025-04-30,GB,referral
cus_000629,2025-04-22,US,referral
cus_000630,2025-04-27,FR,referral
cus_000631,2025-04-02,CA,partner
cus_000632,2025-04-13,IN,organic
cus_000633,2025-04-30,FR,organic
cus_000634,2025-04-18,US,partner
cus_000635,2025-04-03,DE,content
cus_000636,2025-04-25,US,paid_search
cus_000637,2025-04-05,AU,paid_search
cus_000638,2025-04-21,US,organic
cus_000639,2025-04-07,US,organic
cus_000640,2025-04-24,IN,content
cus_000641,2025-04-13,GB,paid_search
cus_000642,2025-04-26,CA,partner
cus_000643,2025-04-06,FR,content
cus_000644,2025-04-05,US,content
cus_000645,2025-04-24,IN,organic
cus_000646,2025-04-29,US,paid_search
cus_000647,2025-04-28,AU,paid_search
cus_000648,2025-04-17,FR,paid_search
cus_000649,2025-04-24,US,referral
cus_000650,2025-04-03,US,paid_search
cus_000651,2025-04-02,US,referral
cus_000652,2025-04-15,FR,organic
cus_000653,2025-04-18,DE,paid_search
cus_000654,2025-04-18,US,organic
cus_000655,2025-04-30,CA,content
cus_000656,2025-04-14,DE,paid_search
cus_000657,2025-04-11,DE,partner
cus_000658,2025-04-17,GB,referral
cus_000659,2025-04-20,IN,referral
cus_000660,2025-04-06,US,partner
cus_000661,2025-04-21,US,organic
cus_000662,2025-04-30,AU,partner
cus_000663,2025-04-11,IN,content
cus_000664,2025-04-22,FR,referral
cus_000665,2025-04-13,US,paid_search
cus_000666,2025-04-30,GB,partner
cus_000667,2025-04-22,CA,referral
cus_000668,2025-04-11,FR,organic
cus_000669,2025-04-19,DE,organic
cus_000670,2025-04-08,US,partner
cus_000671,2025-04-27,FR,content
cus_000672,2025-04-03,US,content
cus_000673,2025-04-28,US,partner
cus_000674,2025-04-30,FR,content
cus_000675,2025-04-23,IN,content
cus_000676,2025-04-17,DE,content
cus_000677,2025-04-23,GB,content
cus_000678,2025-04-02,GB,referral
cus_000679,2025-04-12,DE,organic
cus_000680,2025-04-17,DE,partner
cus_000681,2025-04-07,US,content
cus_000682,2025-04-04,FR,partner
cus_000683,2025-04-28,AU,content
cus_000684,2025-04-01,AU,partner
cus_000685,2025-04-20,FR,organic
cus_000686,2025-04-04,US,partner
cus_000687,2025-04-15,DE,paid_search
cus_000688,2025-04-09,IN,paid_search
cus_000689,2025-04-18,US,organic
cus_000690,2025-04-02,US,organic
cus_000691,2025-04-08,GB,content
cus_000692,2025-04-13,IN,paid_search
cus_000693,2025-04-09,GB,content
cus_000694,2025-04-24,GB,partner
cus_000695,2025-04-10,GB,referral
cus_000696,2025-04-21,CA,paid_search
cus_000697,2025-04-08,US,content
cus_000698,2025-04-10,GB,partner
cus_000699,2025-04-23,DE,organic
cus_000700,2025-04-25,US,paid_search
cus_000701,2025-04-17,CA,paid_search
cus_000702,2025-04-15,AU,content
cus_000703,2025-04-08,AU,organic
cus_000704,2025-04-23,CA,referral
cus_000705,2025-04-10,AU,partner
cus_000706,2025-04-13,CA,organic
cus_000707,2025-04-16,US,content
cus_000708,2025-04-03,CA,content
cus_000709,2025-04-19,IN,content
cus_000710,2025-04-28,CA,organic
cus_000711,2025-04-11,IN,organic
cus_000712,2025-04-17,US,content
cus_000713,2025-04-18,AU,partner
cus_000714,2025-04-09,GB,paid_search
cus_000715,2025-04-27,FR,content
cus_000716,2025-04-17,US,paid_search
cus_000717,2025-04-16,DE,organic
cus_000718,2025-04-02,FR,partner
cus_000719,2025-04-28,US,organic
cus_000720,2025-04-30,US,organic
cus_000721,2025-04-03,AU,partner
cus_000722,2025-04-05,US,paid_search
cus_000723,2025-04-05,GB,partner
cus_000724,2025-04-15,CA,partner
cus_000725,2025-04-01,GB,partner
cus_000726,2025-04-07,FR,referral
cus_000727,2025-04-02,AU,referral
cus_000728,2025-04-10,US,partner
cus_000729,2025-04-17,US,content
cus_000730,2025-04-22,US,content
cus_000731,2025-04-02,US,content
cus_000732,2025-04-02,DE,partner
cus_000733,2025-04-26,US,organic
cus_000734,2025-04-21,GB,referral
cus_000735,2025-04-22,CA,organic
cus_000736,2025-04-30,US,organic
cus_000737,2025-04-03,GB,paid_search
cus_000738,2025-04-06,DE,organic
cus_000739,2025-04-01,US,referral
cus_000740,2025-04-15,DE,organic
